    1     1  
    2     1  
    3     1  
    6     1  
    9     1  
   14     1  
   17     1  
   24     1  
   29     1  
   37     1  
   44     1  

    1     2  
    4     2  
   10     2  
   19     2  
   30     2  
   48     2  
   62     2  
   75     2  
   86     2  
   98     2  
  111     2  

  111     3  
  112     3  
  113     3  
  114     3  
  115     3  
  116     3  
  117     3  
  118     3  
  119     3  
  120     3  
  121     3  

   44     4  
   46     4  
   52     4  
   58     4  
   66     4  
   73     4  
   83     4  
   92     4  
  102     4  
  110     4  
  121     4  








