  481     1  
  482     1  
  483     1  
  484     1  
  485     1  
  486     1  
  487     1  
  488     1  
  489     1  
  490     1  
  491     1  
  492     1  
  493     1  
  494     1  
  495     1  
  496     1  
  497     1  
  498     1  
  499     1  
  500     1  
  501     1  
  502     1  
  503     1  
  504     1  
  505     1  
  506     1  
  507     1  
  508     1  
  509     1  
  510     1  
  511     1  
  512     1  
    1     2  
    3     2  
    6     2  
    9     2  
   11     2  
   13     2  
   18     2  
   22     2  
   24     2  
   32     2  
   36     2  
   43     2  
   47     2  
   52     2  
   55     2  
   65     2  
   74     2  
   83     2  
   94     2  
   96     2  
   99     2  
  105     2  
  110     2  
  116     2  
  128     2  
  131     2  
  134     2  
  138     2  
  142     2  
  149     2  
  161     2  
  163     2  
  166     2  
  170     2  
  174     2  
  181     2  
  193     2  
  195     2  
  198     2  
  202     2  
  206     2  
  212     2  
  225     2  
  227     2  
  230     2  
  234     2  
  238     2  
  245     2  
  257     2  
  259     2  
  262     2  
  266     2  
  270     2  
  276     2  
  289     2  
  291     2  
  294     2  
  298     2  
  302     2  
  309     2  
  321     2  
  323     2  
  326     2  
  330     2  
  334     2  
  340     2  
  353     2  
  355     2  
  358     2  
  362     2  
  366     2  
  373     2  
  385     2  
  387     2  
  390     2  
  394     2  
  398     2  
  404     2  
  417     2  
  419     2  
  422     2  
  426     2  
  430     2  
  437     2  
  449     2  
  451     2  
  454     2  
  458     2  
  462     2  
  469     2  
  481     2  
  483     2  
  486     2  
  490     2  
  494     2  
  500     2  
